Service Request Description,Department,Method Received,Created Date,Block,Street,Ward
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/22/2016 15:15,6##,ROSEDALE,WARD 2
Tree Request,Forestry and Horticulture,Phone,12/22/2016 15:27,19##,ONTARIO,WARD 4
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/22/2016 15:49,68##,TECUMSEH,WARD 8
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/22/2016 15:49,61##,TECUMSEH,WARD 8
Recycling Not Collected,Environmental Services,Phone,12/22/2016 15:57,5##,GLENGARRY,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,12/22/2016 16:04,19##,TECUMSEH,WARD 10
Sidewalk Construction & Repair,Maintenance,Phone,12/22/2016 16:11,32##,RANDOLPH,WARD 1
3-Day Parking Infraction,Parking Enforcement,Phone,12/22/2016 16:39,2##,MCKAY,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/22/2016 16:45,52##,GRAND,WARD 8
Noise,Bylaw Enforcement,Phone,12/22/2016 17:18,6##,CAMERON,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/22/2016 17:18,39##,RIVERSIDE,WARD 5
Garbage Not Collected,Environmental Services,Phone,12/22/2016 17:31,94##,KERBY,WARD 7
Garbage Not Collected,Environmental Services,Phone,12/22/2016 17:33,96##,BEACHDALE,WARD 7
Recycling Not Collected,Environmental Services,Phone,12/22/2016 18:02,12##,WINDERMERE,WARD 4
Road Maintenance,Maintenance,Phone,12/23/2016 7:31, ,NORTH SERVICE RD & CONSERVATION DR,WARD 10
Snow Plowing & Salting Request,Maintenance,Phone,12/23/2016 7:49,27##,DANDURAND,WARD 10
Snow Plowing & Salting Request,Maintenance,Phone,12/23/2016 7:57,35##,AVONDALE,WARD 1
Public Property Obstructions,Infrastructure Coordination and Development,Phone,12/23/2016 8:16,45##,HOWARD,WARD 1
Garbage Not Collected,Environmental Services,Phone,12/23/2016 8:22,4##,DORMAR,WARD 6
Parking Meter,Traffic Operations,Phone,12/23/2016 8:37,14##,WYANDOTTE,WARD 4
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 8:40,11##,ASSUMPTION,WARD 4
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 8:41,11##,ASSUMPTION,WARD 4
Road Clean-Up Request,Environmental Services,Phone,12/23/2016 8:52,13##,ARMANDA,WARD 1
Garbage Not Collected,Environmental Services,Phone,12/23/2016 9:15,79##,LITTLE RIVER,WARD 6
Parking Meter,Traffic Operations,Phone,12/23/2016 9:19,3##,VICTORIA,WARD 3
Garbage Not Collected,Environmental Services,Phone,12/23/2016 9:25,53##,TECUMSEH,WARD 8
Public Property Obstructions,Infrastructure Coordination and Development,Phone,12/23/2016 9:26,15##,PILLETTE,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,12/23/2016 9:27,15##,PILLETTE,WARD 5
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 9:40,74##,WYANDOTTE,WARD 6
Snow Plowing & Salting Request,Maintenance,Phone,12/23/2016 9:40,981##,TEMPLE,WARD 5
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 9:42,77##,WYANDOTTE,WARD 6
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 9:45,4##,MATTHEW BRADY,WARD 6
Rodent Extermination,Environmental Services,Phone,12/23/2016 9:50,9##,LEMONWOOD,WARD 1
Garbage Not Collected,Environmental Services,Phone,12/23/2016 10:00,39##,RIVERSIDE,WARD 5
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 10:06,8##,ERIE,WARD 4
Sewer Maintenance,Maintenance,Phone,12/23/2016 10:31,38##,LOCKE,WARD 9
Garbage Preparation,Bylaw Enforcement,Phone,12/23/2016 10:40,9##,LINCOLN,WARD 4
Snow Removal - Emergency,Maintenance,Phone,12/23/2016 10:43, ,"SOMME AVE & LINCOLN RD, WINDSOR",WARD 4
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 10:50,14##,BERNARD,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,12/23/2016 11:06,26##,MEIGHEN,WARD 5
Snow Plowing & Salting Request,Maintenance,Phone,12/23/2016 11:06,2##,SHOREHAVEN WYND,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,12/23/2016 11:09,26##,MEIGHEN,WARD 5
Garbage Not Collected,Environmental Services,Phone,12/23/2016 11:37,39##,RIVERSIDE,WARD 5
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 11:46,79##,RIVERSIDE,WARD 6
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 11:46,79##,RIVERSIDE,WARD 6
Garbage Not Collected,Environmental Services,Phone,12/23/2016 11:47,12##,ERIE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,12/23/2016 12:06,4##,LANGLOIS,WARD 4
Abandoned Vehicle,Parking Enforcement,Phone,12/23/2016 12:22,16##,ST CLAIR,WARD 10
Snow Plowing & Salting Request,Maintenance,Phone,12/23/2016 12:48,10##,HOMEDALE,WARD 6
Public Property Obstructions,Infrastructure Coordination and Development,E-Mail,12/23/2016 12:56,59##,WYANDOTTE,WARD 6
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 13:08,24##,ALEXIS,WARD 5
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 13:15,16##,RIVERSIDE,WARD 2
Sidewalk Construction & Repair,Maintenance,Phone,12/23/2016 13:31, ,"PARK ST W & PELISSIER ST, WINDSOR",WARD 3
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 13:32,79##,TECUMSEH,WARD 8
Sewer Maintenance,Maintenance,Phone,12/23/2016 13:45,20##,HURON CHURCH,WARD 2
Parking Meter,Traffic Operations,Phone,12/23/2016 13:47,3##,GOYEAU,WARD 3
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/23/2016 13:53,43##,TUMBLEWEED,WARD 1
Building Conditions,Inspections,Phone,12/23/2016 14:06,15##,OUELLETTE,WARD 3
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/23/2016 14:08,9##,CAMPBELL,WARD 2
Snow Plowing & Salting Request,Maintenance,Phone,12/23/2016 14:18,10##,LENA,WARD 2
Dead Animal Removal,Environmental Services,Phone,12/23/2016 14:30, ,RIVERSIDE,WARD 3
Downspout Disconnect,Contracts and Field Services,Phone,12/23/2016 14:37,3##,CAMPBELL,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/23/2016 15:03,51##,RIVERSIDE,WARD 6
Public Property Obstructions,Infrastructure Coordination and Development,Phone,12/23/2016 15:42,12##,GILES,WARD 4
Public Property Obstructions,Infrastructure Coordination and Development,Phone,12/23/2016 15:43,12##,PIERRE,WARD 4
Recycling Not Collected,Environmental Services,Phone,12/23/2016 15:48,112##,LEATHORNE,WARD 7
Sewer Maintenance,Maintenance,Phone,12/23/2016 15:55,17##,MARK,WARD 10
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/23/2016 16:09,2##,GEORGE,WARD 5
3-Day Parking Infraction,Parking Enforcement,Phone,12/23/2016 16:30,30##,CORAM,WARD 7
Sewer Maintenance,Maintenance,Web Intake,12/23/2016 21:51, , , 
Building Conditions,Inspections,Web Intake,12/24/2016 22:49, , ,WARD 6
Pothole,Maintenance,Web Intake,12/27/2016 16:16, , ,WARD 7
Garbage Not Collected,Environmental Services,Phone,12/28/2016 7:09,14##,SPRUCEWOOD,WARD 1
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/28/2016 7:30,29##,BYNG,WARD 10
Dirty Yard,Bylaw Enforcement,E-Mail,12/28/2016 7:43,6##,ST JOSEPH,WARD 2
Dirty Yard,Bylaw Enforcement,E-Mail,12/28/2016 7:43,36##,QUEEN,WARD 2
Public Property Obstructions,Infrastructure Coordination and Development,E-Mail,12/28/2016 7:46,5##,CHIPPAWA,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/28/2016 7:57,13##,CAMPBELL,WARD 2
Sewer Maintenance,Maintenance,Phone,12/28/2016 8:06,38##,LOCKE,WARD 9
Sewer Maintenance,Maintenance,Phone,12/28/2016 8:12,98##,LYNNGROVE,WARD 7
Garbage Not Collected,Environmental Services,Phone,12/28/2016 8:14,15##,HOWARD,WARD 4
Garbage Preparation,Bylaw Enforcement,Phone,12/28/2016 8:30,7##,AYLMER,WARD 3
Garbage Not Collected,Environmental Services,Phone,12/28/2016 8:35,13##,CALIFORNIA,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/28/2016 8:54,21##,GROVE,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/28/2016 8:57,34##,VICTORIA,WARD 9
Property Flooding / Grading,Inspections,Phone,12/28/2016 8:59,4##,MATTHEW BRADY,WARD 6
Garbage Not Collected,Environmental Services,Phone,12/28/2016 9:07,23##,TECUMSEH,WARD 2
Recycling Not Collected,Environmental Services,Phone,12/28/2016 9:08,32##,MAISONNEUVE,WARD 1
3-Day Parking Infraction,Parking Enforcement,Phone,12/28/2016 9:17,17##,ASKIN,WARD 10
Garbage Not Collected,Environmental Services,Phone,12/28/2016 9:19,17##,BENJAMIN,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/28/2016 9:23,24##,ST PATRICK'S,WARD 10
Dirty Yard,Bylaw Enforcement,Phone,12/28/2016 9:25,15##,CHURCH,WARD 3
Garbage Not Collected,Environmental Services,Phone,12/28/2016 9:32,4##,CAMPBELL,WARD 2
Road Maintenance,Maintenance,Phone,12/28/2016 9:33,16##,CHAPPUS,WARD 1
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/28/2016 9:35,87##,RIVERSIDE,WARD 6
Rodent Extermination,Environmental Services,Phone,12/28/2016 9:35,10##,LAUZON,WARD 6
Garbage Preparation,Bylaw Enforcement,Phone,12/28/2016 9:38,11##,MARION,WARD 4
3-Day Parking Infraction,Parking Enforcement,Phone,12/28/2016 9:46,16##,ARTHUR,WARD 5
Garbage Not Collected,Environmental Services,Phone,12/28/2016 9:50,10##,ROSELAWN,WARD 1
Sidewalk Construction & Repair,Maintenance,Phone,12/28/2016 9:50,29##,RIVARD,WARD 8
Building Conditions,Inspections,Web Intake,12/28/2016 9:55, , ,WARD 3
Abandoned Vehicle,Parking Enforcement,Phone,12/28/2016 9:56,8##,JOS JANISSE,WARD 5
Property Flooding / Grading,Inspections,Phone,12/28/2016 9:59,15##,AUBIN,WARD 5
Swimming Pool,Inspections,Phone,12/28/2016 10:03,15##,AUBIN,WARD 5
Sewer Maintenance,Maintenance,Phone,12/28/2016 10:06, ,MILL,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/28/2016 10:14,12##,MARENTETTE,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/28/2016 10:15,34##,CROSS,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/28/2016 10:28,7##,TUSCARORA,WARD 4
3-Day Parking Infraction,Parking Enforcement,Phone,12/28/2016 10:32,17##,LANGLOIS,WARD 4
Sidewalk Construction & Repair,Maintenance,Phone,12/28/2016 10:32,14##,PARTINGTON,WARD 10
Garbage Not Collected,Environmental Services,Phone,12/28/2016 10:34,6##,BRIDGE,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/28/2016 10:38,24##,JOS ST LOUIS,WARD 8
3-Day Parking Infraction,Parking Enforcement,Phone,12/28/2016 10:45,9##,MOY,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/28/2016 10:47,4##,PIERRE,WARD 4
Road Maintenance,Maintenance,Phone,12/28/2016 10:53, ,TECUMSEH RD E & LANGLOIS AVE,WARD 4
Sewer Maintenance,Maintenance,Phone,12/28/2016 10:54,18##,CADILLAC,WARD 5
Road Maintenance,Maintenance,Phone,12/28/2016 10:54, ,"TECUMSEH RD E & MEIGHEN RD, WINDSOR",WARD 5
Road Maintenance,Maintenance,Phone,12/28/2016 10:55,18##,SERVICE,WARD 10
Sewer Maintenance,Maintenance,Phone,12/28/2016 10:57, ,FRONTENAC AVE & CHURCH ST,WARD 1
Road Maintenance,Maintenance,Phone,12/28/2016 10:57, ,HOWARD AVE & TECUMSEH RD E,WARD 3
Building Conditions,Inspections,Phone,12/28/2016 11:00,6##,STANLEY,WARD 10
Dead Animal Removal,Environmental Services,Phone,12/28/2016 11:06, ,"HURON CHURCH RD & RIVERSIDE DR W, WINDSOR",WARD 2
3-Day Parking Infraction,Parking Enforcement,Phone,12/28/2016 11:08,11##,LINCOLN,WARD 4
Road Cave-In,Maintenance,Phone,12/28/2016 11:10, ,"FRONTENAC AVE & CHURCH ST, WINDSOR",WARD 1
Garbage Preparation,Bylaw Enforcement,Phone,12/28/2016 11:12,4##,PIERRE,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/28/2016 11:21,5##,SHEPHERD,WARD 4
Dirty Yard,Bylaw Enforcement,Web Intake,12/28/2016 11:25, , ,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,12/28/2016 11:36,8##,UNIVERSITY,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/28/2016 11:41,5##,PARTINGTON,WARD 2
Building Conditions,Inspections,Phone,12/28/2016 11:45,68##,CHARLIE BROOKS,WARD 8
Dirty Yard,Bylaw Enforcement,Phone,12/28/2016 11:56,33##,HOWARD,WARD 9
Road Clean-Up Request,Environmental Services,Phone,12/28/2016 12:05,7##,STANLEY,WARD 10
Sidewalk Construction & Repair,Maintenance,Phone,12/28/2016 12:09, ,EVERTS AVE & NORFOLK ST,WARD 1
Garbage Not Collected,Environmental Services,Phone,12/28/2016 12:22,12##,GOYEAU,WARD 3
Garbage Not Collected,Environmental Services,Phone,12/28/2016 12:28,13##,CAMPBELL,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,12/28/2016 12:40,16##,ASSUMPTION,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/28/2016 12:44,8##,LAKE SHORE,WARD 1
Building Conditions,Inspections,Phone,12/28/2016 12:52,5##,ELLIOTT,WARD 3
Recycling Not Collected,Environmental Services,Phone,12/28/2016 12:59,30##,CHURCH,WARD 1
Garbage Not Collected,Environmental Services,Phone,12/28/2016 13:00,3##,GILES,WARD 3
Sewer Maintenance,Maintenance,Phone,12/28/2016 13:10,36##,HOWARD,WARD 9
Garbage Not Collected,Environmental Services,Phone,12/28/2016 13:14,8##,MARENTETTE,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,12/28/2016 13:21,22##,MELDRUM,WARD 5
Garbage Not Collected,Environmental Services,Phone,12/28/2016 13:22,11##,LOUIS,WARD 4
Litter Bin - Request New,Environmental Services,Phone,12/28/2016 13:28, , , 
Rodent Extermination,Environmental Services,Phone,12/28/2016 13:59,10##,CLOVER,WARD 7
Road Cave-In,Maintenance,Phone,12/28/2016 14:02, ,"FRONTENAC AVE & CHURCH ST, WINDSOR",WARD 1
Illegal Dumping Public Property,Environmental Services,Phone,12/28/2016 14:13,104##,MULBERRY,WARD 7
Garbage Not Collected,Environmental Services,Phone,12/28/2016 14:19,15##,HOWARD,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/28/2016 14:23,15##,LANGLOIS,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/28/2016 14:28,12##,PELISSIER,WARD 3
Pothole,Maintenance,Web Intake,12/28/2016 14:31, , ,WARD 5
Garbage Preparation,Bylaw Enforcement,Phone,12/28/2016 14:34,6##,MERCER,WARD 3
Noise,Bylaw Enforcement,Phone,12/28/2016 14:39,6##,MERCER,WARD 3
Rodent Extermination,Environmental Services,Phone,12/28/2016 14:42,37##,HOLBURN,WARD 9
Sewer Maintenance,Maintenance,Phone,12/28/2016 14:44,15##,DOUGALL,WARD 3
Sidewalk Construction & Repair,Maintenance,Phone,12/28/2016 14:55,8##,WALKER,WARD 4
Building Conditions,Inspections,Phone,12/28/2016 15:00,17##,ST LUKE,WARD 5
Building Conditions,Inspections,Phone,12/28/2016 15:00,17##,ST LUKE,WARD 5
Pothole,Maintenance,Phone,12/28/2016 15:04, ,"WYANDOTTE ST E & PRADO PL, WINDSOR",WARD 6
Sewer Maintenance,Maintenance,Phone,12/28/2016 15:06,5##,GLADSTONE,WARD 4
Tree Request,Forestry and Horticulture,Phone,12/28/2016 15:12,15##,PARTINGTON,WARD 10
Dirty Yard,Bylaw Enforcement,Phone,12/28/2016 15:25,15##,DUFFERIN,WARD 3
Garbage Not Collected,Environmental Services,Phone,12/28/2016 15:26,43##,MITCHELL,WARD 1
Dirty Yard,Bylaw Enforcement,Web Intake,12/28/2016 15:26, , ,WARD 4
Dead Animal Removal,Environmental Services,Phone,12/28/2016 15:27, ,RIVERSIDE DR W & PATRICIA RD,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/28/2016 15:31,5##,ELM,WARD 3
Fence & Hedge,Inspections,Phone,12/28/2016 15:52,34##,PETER,WARD 2
Building Conditions,Inspections,Phone,12/28/2016 15:55,36##,QUEEN,WARD 2
Garbage Not Collected,Environmental Services,Phone,12/28/2016 15:59,9##,ELSMERE,WARD 4
Road Maintenance,Maintenance,Phone,12/28/2016 15:59, ,TECUMSEH RD E & LAUZON RD,WARD 8
Garbage Not Collected,Environmental Services,Phone,12/28/2016 16:01,32##,MILLEN,WARD 2
Recycling Not Collected,Environmental Services,Phone,12/28/2016 16:04,22##,DANDURAND,WARD 10
3-Day Parking Infraction,Parking Enforcement,Phone,12/28/2016 16:05,11##,DROUILLARD,WARD 5
Garbage Not Collected,Environmental Services,Phone,12/28/2016 16:12,6##,DOUGALL,WARD 3
Tree Request,Forestry and Horticulture,Phone,12/28/2016 16:14,11##,DOUGALL,WARD 3
Recycling Not Collected,Environmental Services,Phone,12/28/2016 16:29,34##,CHARLEVOIX,WARD 1
Garbage Preparation,Bylaw Enforcement,Phone,12/28/2016 16:51,4##,TECUMSEH,WARD 3
Sidewalk Construction & Repair,Maintenance,Phone,12/28/2016 16:52,85##,TECUMSEH,WARD 8
Tree Request,Forestry and Horticulture,Phone,12/28/2016 17:06,15##,CHANDLER,WARD 5
Road Maintenance,Maintenance,Web Intake,12/29/2016 7:27, , ,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,12/29/2016 8:05,14##,LILLIAN,WARD 4
Rodent Extermination,Environmental Services,Phone,12/29/2016 8:06,8##,LAPORTE,WARD 6
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/29/2016 8:39,14##,LILLIAN,WARD 4
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/29/2016 8:39,14##,LILLIAN,WARD 4
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/29/2016 8:40,14##,LILLIAN,WARD 4
Snow Plowing & Salting Request,Maintenance,Phone,12/29/2016 8:46, ,MILL ST & SANDWICH ST,WARD 2
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/29/2016 9:14,31##,MEADOWBROOK,WARD 8
Recycling Not Collected,Environmental Services,Phone,12/29/2016 9:31,11##,TECUMSEH,WARD 10
Garbage Not Collected,Environmental Services,Phone,12/29/2016 9:47,10##,VICTORIA,WARD 3
Dead Animal Removal,Environmental Services,Phone,12/29/2016 10:18,16##,MOY,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/29/2016 10:39,15##,LANGLOIS,WARD 4
Garbage Preparation,Bylaw Enforcement,Phone,12/29/2016 10:40,25##,MEIGHEN,WARD 5
Garbage Not Collected,Environmental Services,Phone,12/29/2016 10:40,12##,WINDERMERE,WARD 4
Building Conditions,Inspections,Phone,12/29/2016 10:49,1##,JANETTE,WARD 3
Garbage Not Collected,Environmental Services,Phone,12/29/2016 10:58,9##,PARENT,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/29/2016 10:59,9##,GLADSTONE,WARD 4
Illegal Dumping Public Property,Environmental Services,Phone,12/29/2016 10:59,8##,LANGLOIS,WARD 4
Sewer Maintenance,Maintenance,Phone,12/29/2016 11:00,7##,ST ANTOINE,WARD 2
Recycling Not Collected,Environmental Services,Phone,12/29/2016 11:00,42##,STAGECOACH,WARD 1
Recycling Not Collected,Environmental Services,Phone,12/29/2016 11:03,114##,AMALFI,WARD 7
Recycling Not Collected,Environmental Services,Phone,12/29/2016 11:03,42##,SHOWDOWN,WARD 1
Snow & Ice Removal Issues - Sidewalks,Bylaw Enforcement,Phone,12/29/2016 11:10,12##,PROVINCIAL,WARD 9
Garbage Not Collected,Environmental Services,Phone,12/29/2016 11:16,58##,WYANDOTTE,WARD 6
Garbage Not Collected,Environmental Services,Phone,12/29/2016 11:20,16##,WYANDOTTE,WARD 2
Road Cave-In,Maintenance,Phone,12/29/2016 11:24,51##,MALDEN,WARD 1
Garbage Preparation,Bylaw Enforcement,Phone,12/29/2016 11:28,1##,HANNA,WARD 3
Recycling Not Collected,Environmental Services,Phone,12/29/2016 11:58,47##,PERIWINKLE,WARD 9
Dirty Yard,Bylaw Enforcement,Phone,12/29/2016 12:03,3##,MARENTETTE,WARD 4
Road Clean-Up Request,Environmental Services,Phone,12/29/2016 12:03,8##,WALKER,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/29/2016 12:03,13##,GLADSTONE,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/29/2016 12:06,11##,LOUIS,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/29/2016 12:25,12##,WINDERMERE,WARD 4
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/29/2016 12:27,16##,ST LUKE,WARD 5
Garbage Not Collected,Environmental Services,Phone,12/29/2016 12:48,23##,AUBIN,WARD 5
Garbage Preparation,Bylaw Enforcement,Phone,12/29/2016 12:49,25##,FESTIVAL,WARD 7
3-Day Parking Infraction,Parking Enforcement,Phone,12/29/2016 12:56,2##,BELLEPERCHE,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,12/29/2016 13:01,3##,ELLIOTT,WARD 3
Swimming Pool,Inspections,Phone,12/29/2016 13:05,9##,VICTORIA,WARD 3
Tree Request,Forestry and Horticulture,Phone,12/29/2016 13:10,36##,DANDURAND,WARD 1
Building/Land - Improper Use,Inspections,Phone,12/29/2016 13:28,11##,PARKVIEW,WARD 6
Garbage Not Collected,Environmental Services,Phone,12/29/2016 13:39,15##,LILLIAN,WARD 4
3-Day Parking Infraction,Parking Enforcement,Phone,12/29/2016 13:51,12##,COPPERFIELD,WARD 6
3-Day Parking Infraction,Parking Enforcement,Phone,12/29/2016 13:52,12##,COPPERFIELD,WARD 6
Garbage Not Collected,Environmental Services,Phone,12/29/2016 13:54,7##,KILDARE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,12/29/2016 13:59,32##,LINWOOD,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,12/29/2016 14:00,6##,PELISSIER,WARD 3
Alley Maintenance,Maintenance,Phone,12/29/2016 14:02, ,WYANDOTTE ST W & BRIDGE AVE,WARD 2
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/29/2016 14:19,9##,CAMPBELL,WARD 2
3-Day Parking Infraction,Parking Enforcement,Phone,12/29/2016 14:21,15##,PIERRE,WARD 4
Building/Land - Improper Use,Inspections,Phone,12/29/2016 15:14,1##,GLENGARRY,WARD 3
3-Day Parking Infraction,Parking Enforcement,Phone,12/29/2016 15:15,9##,LILLIAN,WARD 4
Rodent Extermination,Environmental Services,Phone,12/29/2016 15:29,5##,IRVINE,WARD 4
Garbage Not Collected,Environmental Services,Phone,12/29/2016 15:33,14##,WINDERMERE,WARD 4
Recycling Not Collected,Environmental Services,Phone,12/29/2016 15:41,8##,OTTAWA,WARD 4
Garbage Preparation,Bylaw Enforcement,Phone,12/29/2016 15:45,15##,GROVE,WARD 2
Alley Maintenance,Maintenance,Phone,12/29/2016 15:45,14##,CENTRAL,WARD 5
Garbage Not Collected,Environmental Services,Phone,12/29/2016 15:46,23##,LINCOLN,WARD 4
Garbage Preparation,Bylaw Enforcement,Phone,12/29/2016 15:46,15##,GROVE,WARD 2
Garbage Preparation,Bylaw Enforcement,Phone,12/29/2016 15:48,16##,GROVE,WARD 2
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/29/2016 15:59,12##,FAIRVIEW,WARD 6
Garbage Not Collected,Environmental Services,Phone,12/29/2016 16:00,15##,ALBERT,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,12/29/2016 16:01,25##,GATWICK,WARD 7
Dirty Yard,Bylaw Enforcement,Phone,12/29/2016 16:14,9##,GILES,WARD 4
Recycling Not Collected,Environmental Services,Phone,12/29/2016 16:30,47##,PERIWINKLE,WARD 9
Noise,Bylaw Enforcement,Phone,12/29/2016 16:45,8##,JOS JANISSE,WARD 5
Illegal Dumping Public Property,Environmental Services,Phone,12/29/2016 16:50,10##,ELLIOTT,WARD 3
Garbage Not Collected,Environmental Services,Phone,12/30/2016 7:08,86##,RIVERSIDE,WARD 6
Road Cave-In,Maintenance,Phone,12/30/2016 8:24, ,MATCHETTE RD & ARMANDA ST,WARD 1
Pothole,Maintenance,Phone,12/30/2016 8:47,52##,MATCHETTE,WARD 1
Road Cave-In,Maintenance,Phone,12/30/2016 8:55,52##,MATCHETTE,WARD 1
Road Cave-In,Maintenance,Phone,12/30/2016 8:55, ,"MATCHETTE RD & ARMANDA ST, WINDSOR",WARD 1
Road Cave-In,Maintenance,Phone,12/30/2016 8:55, ,"MATCHETTE RD & ARMANDA ST, WINDSOR",WARD 1
Road Cave-In,Maintenance,Phone,12/30/2016 8:56, ,"MATCHETTE RD & ARMANDA ST, WINDSOR",WARD 1
Road Cave-In,Maintenance,Phone,12/30/2016 8:57, ,"MATCHETTE RD & ARMANDA ST, WINDSOR",WARD 1
Road Cave-In,Maintenance,Phone,12/30/2016 8:59, ,"MATCHETTE RD & ARMANDA ST, WINDSOR",WARD 1
Tree Request,Forestry and Horticulture,Phone,12/30/2016 9:16,11##,ABBEY,WARD 6
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,12/30/2016 9:45,9##,FELIX,WARD 2
Garbage Preparation,Bylaw Enforcement,Phone,12/30/2016 10:06,10##,OTTAWA,WARD 4
